3000.000512,0,0,82.1503589153
3000.000512,0,8539.17482286,76.5532062054
3000.000512,0,8581.26609399,76.9305520058
3000.000512,0,8942.29999918,81.9069390297
3000.000512,0,9000.001536,83.5132191181
3000.000512,2997.46618729,0,216.5266451836
3000.000512,3000.000512,0,216.7097160816
3000.000512,0,30490.5966163,99.5883080959
3000.000512,0,31063.742281,101.4603149891
3000.000512,0,31204.6903783,101.9698920250
3000.000512,0,31658.5865835,103.8062069416
3000.000512,0,32358.0608958,107.0107219219
3000.000512,0,32505.3740335,107.8847889900
3000.000512,0,32395.3649045,107.2068078518
3000.000512,0,32609.9080859,108.6622688770
3000.000512,0,32698.9335588,109.4954979420
3000.000512,0,32931.6352144,112.4245691299
3000.000512,0,32976.9713492,113.2838430405
3000.000512,0,33000.005632,114.1603770256
3000.000512,8987.0362323,0,517.5071940422
3000.000512,8989.14067978,0,517.6283760071
3000.000512,8998.98602837,0,518.4792881012
3000.000512,9000.001536,0,518.6548540592
3000.000512,0,0,81.0638458729
3000.000512,0,8759.35792194,78.0403749943
3000.000512,0,8761.51103904,78.0595579147
3000.000512,0,8958.54483309,80.7290611267
3000.000512,0,9000.001536,81.8602800369
3000.000512,2989.80906941,0,210.2829399109
3000.000512,3000.000512,0,210.9997370243
3000.000512,0,29501.7816985,117.3678691387
3000.000512,0,31094.7489878,123.7052211761
3000.000512,0,31595.0791732,125.9082469940
3000.000512,0,31598.199597,125.9235970974
3000.000512,0,32192.6485607,129.2360360622
3000.000512,0,32270.5690379,129.7773249149
3000.000512,0,32232.3484001,129.4901211262
3000.000512,0,32554.6591947,132.5077309608
3000.000512,0,32492.7874987,131.7981920242
3000.000512,0,32679.0943534,134.4351751804
3000.000512,0,33000.005632,142.4131178856
3000.000512,0,32983.9821371,141.6524660587
3000.000512,8940.49290249,0,413.2475001812
3000.000512,8969.84831249,0,414.6043660641
3000.000512,8999.07058291,0,416.6338450909
3000.000512,9000.001536,0,416.7631740570
3000.000512,0,0,80.6590790749
3000.000512,0,8620.54166018,78.2295138836
3000.000512,0,8644.50676471,78.4469919205
3000.000512,0,8943.09115883,82.5966989994
3000.000512,0,9000.001536,84.1938669682
3000.000512,2954.13110935,0,186.5068337917
3000.000512,3000.000512,0,189.4027638435
3000.000512,0,30255.2098873,102.9188671112
3000.000512,0,30594.5405082,104.0731649399
3000.000512,0,31300.4015901,106.7353291512
3000.000512,0,32148.6574802,110.3138840199
3000.000512,0,32408.4328573,111.5770962238
3000.000512,0,32372.4310898,111.3802671432
3000.000512,0,32556.7405202,112.5276551247
3000.000512,0,32654.6377507,113.2844281197
3000.000512,0,32658.2426348,113.3194680214
3000.000512,0,32850.832743,115.8400971889
3000.000512,0,32888.3306794,116.5825159550
3000.000512,0,33000.005632,121.0900919437
3000.000512,8981.4989955,0,482.5142300129
3000.000512,8994.09113017,0,483.1907188892
3000.000512,8994.87639749,0,483.2540202141
3000.000512,9000.001536,0,484.0810141563
3000.000512,0,0,76.5987739563
3000.000512,0,8924.73859585,90.3709979057
3000.000512,0,8930.15905863,90.4258849621
3000.000512,0,8970.96215001,91.0480699539
